Orthogroup,protA,protB,dist_codon
OG0008265,KAF1441395.1,KAF1426247.1,0.06941862868604501
OG0003879,KAF1456194.1,KAF1400874.1,0.06932103808626368
OG0008678,KAF1451832.1,KAF1419622.1,0.06905955712744014
OG0009497,KAF1437184.1,KAF1435981.1,0.06829044604642312
OG0005121,KAF1451701.1,KAF1448624.1,0.06811869018996095
OG0007264,KAF1448760.1,KAF1399716.1,0.06795888177838956
OG0007950,KAF1455038.1,KAF1443422.1,0.06782015931369391
OG0010064,KAF1462946.1,KAF1397177.1,0.0677169923487237
OG0010475,KAF1433569.1,KAF1435657.1,0.06761186748248911
OG0006360,KAF1463768.1,KAF1406465.1,0.06760308523345247
OG0007672,KAF1465898.1,KAF1447342.1,0.06753435408325836
OG0008026,KAF1462146.1,KAF1440861.1,0.06742429882735888
OG0009429,KAF1461285.1,KAF1456706.1,0.06735604647924243
OG0009538,KAF1435819.1,KAF1429735.1,0.06641967973550301
OG0006410,KAF1456416.1,KAF1455310.1,0.06612611717717352
OG0005444,KAF1456234.1,KAF1436425.1,0.06598035642665857
OG0009511,KAF1438892.1,KAF1423373.1,0.06553925911464062
OG0007059,KAF1458209.1,KAF1435920.1,0.06545102528375958
OG0009471,KAF1449551.1,KAF1420017.1,0.06535221192185024
OG0009140,KAF1445924.1,KAF1454810.1,0.06511387848716393
OG0009884,KAF1455421.1,KAF1422321.1,0.06507112664410439
OG0009395,KAF1441351.1,KAF1399511.1,0.06496764265473515
OG0004478,KAF1452349.1,KAF1398650.1,0.06492341568921176
OG0008504,KAF1463787.1,KAF1421435.1,0.06487736454763537
OG0007617,KAF1441241.1,KAF1398761.1,0.06481187370978517
OG0005885,KAF1443981.1,KAF1440513.1,0.06470366273545906
OG0009989,KAF1453384.1,KAF1419104.1,0.06417212271840762
OG0007867,KAF1452820.1,KAF1419833.1,0.06406709375502434
OG0006146,KAF1447523.1,KAF1450891.1,0.06366304024934362
OG0010202,KAF1445879.1,KAF1455097.1,0.06365798733015883
OG0005733,KAF1439360.1,KAF1420722.1,0.06309926319588657
OG0004441,KAF1466607.1,KAF1398597.1,0.06301142017083104
OG0004611,KAF1453678.1,KAF1444754.1,0.06294812308879963
OG0004146,KAF1443167.1,KAF1449303.1,0.06290676365928846
OG0009947,KAF1436450.1,KAF1424446.1,0.0627604340131518
OG0003893,KAF1449752.1,KAF1445514.1,0.06272504052350665
OG0006545,KAF1434785.1,KAF1426867.1,0.0625899196332619
OG0006587,KAF1454995.1,KAF1439365.1,0.062488298307782617
OG0009439,KAF1456560.1,KAF1404740.1,0.061931633800235746
OG0008970,KAF1434307.1,KAF1434447.1,0.06163902397154695
OG0003999,KAF1438420.1,KAF1461071.1,0.06156469145354623
OG0007053,KAF1455371.1,KAF1436364.1,0.06142590412339368
OG0005353,KAF1438897.1,KAF1423372.1,0.061382399448065644
OG0007930,KAF1451991.1,KAF1406264.1,0.061269478119696436
OG0007552,KAF1437555.1,KAF1405518.1,0.061211735882938344
OG0004014,KAF1434545.1,KAF1451909.1,0.06115660610658599
OG0004619,KAF1453720.1,KAF1444753.1,0.06097842082735132
OG0005659,KAF1456894.1,KAF1399633.1,0.06088862369875602
OG0010105,KAF1439657.1,KAF1406755.1,0.06078735905379109
OG0009944,KAF1447280.1,KAF1397197.1,0.06062187972117546
OG0005011,KAF1445645.1,KAF1402121.1,0.06052934984987852
OG0004027,KAF1435481.1,KAF1438822.1,0.06039386806729657
OG0009933,KAF1435331.1,KAF1448435.1,0.060311785568167096
OG0006421,KAF1467075.1,KAF1402109.1,0.05999117338302472
OG0008227,KAF1453143.1,KAF1395901.1,0.05973024085602497
OG0007704,KAF1441216.1,KAF1411757.1,0.05970356661317699
OG0009572,KAF1450165.1,KAF1447304.1,0.059451370717666194
OG0008646,KAF1442509.1,KAF1422313.1,0.059257515486961086
OG0008225,KAF1443881.1,KAF1446158.1,0.059168492543629464
OG0008072,KAF1462095.1,KAF1399509.1,0.05907751843416062
OG0005267,KAF1449463.1,KAF1421712.1,0.059055822674556224
OG0004169,KAF1467266.1,KAF1432686.1,0.05874939555730504
OG0008219,KAF1448542.1,KAF1437485.1,0.058748607534466445
OG0006249,KAF1463872.1,KAF1416188.1,0.05826195574511793
OG0007992,KAF1465539.1,KAF1453407.1,0.058082795310755414
OG0006420,KAF1467090.1,KAF1402110.1,0.0578456413269775
OG0005868,KAF1464823.1,KAF1450603.1,0.05766422612076636
OG0003836,KAF1445922.1,KAF1426631.1,0.05721383695954967
OG0009391,KAF1444108.1,KAF1402515.1,0.057204023692164936
OG0010168,KAF1457296.1,KAF1409523.1,0.057165551645415445
OG0006544,KAF1434761.1,KAF1426860.1,0.05695050836742669
OG0007209,KAF1464569.1,KAF1449641.1,0.05668742580181172
OG0004419,KAF1466579.1,KAF1398598.1,0.056604853138768806
OG0007222,KAF1445894.1,KAF1416054.1,0.05643873157788456
OG0005898,KAF1443987.1,KAF1408853.1,0.05633797695221302
OG0006334,KAF1463916.1,KAF1437695.1,0.056229291627092615
OG0005619,KAF1451839.1,KAF1439020.1,0.05612033935739814
OG0004410,KAF1443428.1,KAF1435711.1,0.05585788996524263
OG0007434,KAF1463907.1,KAF1453841.1,0.0553001521492571
OG0007205,KAF1438630.1,KAF1450535.1,0.055026827591806916
OG0004398,KAF1465199.1,KAF1414749.1,0.05487079622621237
OG0006020,KAF1435235.1,KAF1405071.1,0.05483127508713297
OG0006218,KAF1461028.1,KAF1432432.1,0.054671018781423435
OG0006787,KAF1453865.1,KAF1420105.1,0.054509005907008606
OG0008993,KAF1466797.1,KAF1446855.1,0.05429937288532982
OG0005511,KAF1443900.1,KAF1417551.1,0.05406558647517761
OG0009639,KAF1459104.1,KAF1456130.1,0.05381578243742879
OG0008268,KAF1441389.1,KAF1410522.1,0.0537328476440735
OG0009396,KAF1453568.1,KAF1450286.1,0.053570077146700666
OG0009545,KAF1441373.1,KAF1413415.1,0.05339471096173727
OG0007286,KAF1459919.1,KAF1427403.1,0.05329838891218724
OG0007410,KAF1445421.1,KAF1438798.1,0.05282223914270891
OG0007032,KAF1455515.1,KAF1458377.1,0.05282030263525657
OG0007081,KAF1453378.1,KAF1400822.1,0.052813894913867405
OG0010548,KAF1464086.1,KAF1429245.1,0.05275009009506222
OG0006443,KAF1450237.1,KAF1428558.1,0.05269939981371748
OG0008992,KAF1434306.1,KAF1437600.1,0.05220289379332098
OG0005736,KAF1448344.1,KAF1410476.1,0.052173913043478265
OG0004507,KAF1447269.1,KAF1396439.1,0.05202890397519462
OG0004884,KAF1447152.1,KAF1399540.1,0.05199742122062863
OG0004547,KAF1443046.1,KAF1396065.1,0.05180968420814117
OG0006621,KAF1450323.1,KAF1417346.1,0.0517537358917634
OG0006585,KAF1440339.1,KAF1456564.1,0.05168194159391224
OG0003872,KAF1459703.1,KAF1429623.1,0.05138986636541263
OG0004551,KAF1451222.1,KAF1425597.1,0.051144036399903836
OG0008704,KAF1451139.1,KAF1410781.1,0.051081736021719754
OG0006205,KAF1460268.1,KAF1418000.1,0.051063995331476986
OG0005116,KAF1451674.1,KAF1424598.1,0.05099803019616136
OG0004693,KAF1443322.1,KAF1447257.1,0.05076948301851343
OG0007760,KAF1457282.1,KAF1402425.1,0.05072440639775687
OG0006493,KAF1446402.1,KAF1460743.1,0.05066842172305488
OG0006584,KAF1440304.1,KAF1395965.1,0.05048671943570303
OG0008145,KAF1452507.1,KAF1406604.1,0.0504252042986178
OG0009096,KAF1452862.1,KAF1403768.1,0.050240578694444024
OG0006791,KAF1461951.1,KAF1421320.1,0.05018528428361796
OG0009348,KAF1467490.1,KAF1443388.1,0.0501043868864138
OG0009332,KAF1460130.1,KAF1440459.1,0.05009670802716048
OG0006468,KAF1448921.1,KAF1426939.1,0.05005382602761855
OG0007687,KAF1465847.1,KAF1442766.1,0.04997442470109517
OG0004587,KAF1467116.1,KAF1444540.1,0.04995853821844475
OG0003674,KAF1447677.1,KAF1446167.1,0.04977955941094088
OG0007000,KAF1432165.1,KAF1418931.1,0.04955672210718282
OG0008080,KAF1462207.1,KAF1441419.1,0.049112783602477526
OG0003889,KAF1437320.1,KAF1450298.1,0.049073349271583515
OG0010245,KAF1442634.1,KAF1447802.1,0.04863354244202797
OG0005247,KAF1464848.1,KAF1396925.1,0.048469254003406806
OG0008605,KAF1446351.1,KAF1458832.1,0.048319807405128076
OG0004932,KAF1452131.1,KAF1437578.1,0.04827303599589204
OG0010468,KAF1459942.1,KAF1409314.1,0.04823007802788763
OG0010439,KAF1441103.1,KAF1409397.1,0.04776713031336073
OG0006477,KAF1447836.1,KAF1416774.1,0.047685469370554755
OG0006725,KAF1457110.1,KAF1426857.1,0.04759190055009831
OG0009943,KAF1437290.1,KAF1435222.1,0.047562896131434225
OG0007359,KAF1465889.1,KAF1438309.1,0.047546507693761404
OG0005304,KAF1441764.1,KAF1401552.1,0.04744232664397333
OG0004720,KAF1460225.1,KAF1423119.1,0.047441389631773065
OG0006777,KAF1432485.1,KAF1453172.1,0.04733606793183808
OG0004523,KAF1458578.1,KAF1450871.1,0.047205661178982575
OG0009121,KAF1454496.1,KAF1437704.1,0.04718622794509056
OG0008708,KAF1449681.1,KAF1419311.1,0.04702290967307287
OG0008000,KAF1461899.1,KAF1456014.1,0.04697205078446884
OG0004702,KAF1450507.1,KAF1424420.1,0.046968039926727025
OG0006131,KAF1467078.1,KAF1455807.1,0.04681161244360709
OG0005551,KAF1433646.1,KAF1436323.1,0.04678608096690792
OG0004202,KAF1446320.1,KAF1411084.1,0.04677157974101036
OG0009115,KAF1465784.1,KAF1416290.1,0.04647539449343782
OG0006198,KAF1444302.1,KAF1449908.1,0.046099281006554804
OG0007293,KAF1440728.1,KAF1457993.1,0.04609747144718696
OG0006295,KAF1454160.1,KAF1414331.1,0.046026511414631405
OG0005480,KAF1457624.1,KAF1409628.1,0.04594217836983131
OG0006972,KAF1437623.1,KAF1452921.1,0.045939132690207204
OG0004003,KAF1438353.1,KAF1444357.1,0.04585132375170321
OG0005040,KAF1447124.1,KAF1406909.1,0.045384591107557895
OG0007633,KAF1448425.1,KAF1435188.1,0.045330550452472446
OG0003967,KAF1456397.1,KAF1403540.1,0.045195915524281934
OG0009820,KAF1433679.1,KAF1400848.1,0.045113673313949255
OG0007039,KAF1455487.1,KAF1420974.1,0.04501063165229892
OG0009145,KAF1435353.1,KAF1434238.1,0.04499743610213907
OG0009307,KAF1460160.1,KAF1461585.1,0.04493225090128681
OG0005496,KAF1451201.1,KAF1431377.1,0.044823056284360514
OG0005832,KAF1452697.1,KAF1417348.1,0.04456570696117458
OG0007785,KAF1432583.1,KAF1430711.1,0.044210657997647285
OG0004614,KAF1467035.1,KAF1430662.1,0.04418931528729207
OG0005775,KAF1443261.1,KAF1411744.1,0.04406775258355218
OG0004952,KAF1433610.1,KAF1431502.1,0.043929573635570665
OG0007242,KAF1438635.1,KAF1434291.1,0.043814176076713084
OG0008666,KAF1459226.1,KAF1428448.1,0.043805208226931305
OG0010264,KAF1439993.1,KAF1419152.1,0.04355047880281347
OG0009008,KAF1459029.1,KAF1419405.1,0.043528294595891484
OG0010437,KAF1447713.1,KAF1455881.1,0.04338152073895432
OG0004577,KAF1462692.1,KAF1422295.1,0.0433777110056483
OG0005161,KAF1454134.1,KAF1457561.1,0.04327606217273896
OG0009129,KAF1461196.1,KAF1424761.1,0.04314144899677066
OG0005398,KAF1450628.1,KAF1425210.1,0.04312478787194886
OG0007436,KAF1443227.1,KAF1410477.1,0.043033692801398536
OG0006496,KAF1459453.1,KAF1414332.1,0.042951697634608633
OG0005266,KAF1449530.1,KAF1425963.1,0.04274058194288247
OG0004553,KAF1442429.1,KAF1398763.1,0.04263113652498542
OG0003849,KAF1448009.1,KAF1419935.1,0.042522760316606546
OG0007544,KAF1441794.1,KAF1420919.1,0.04246270339914222
OG0006499,KAF1446399.1,KAF1429177.1,0.04239226419907556
OG0008585,KAF1443477.1,KAF1459683.1,0.04230249499473189
OG0005446,KAF1440693.1,KAF1427032.1,0.04228136134572808
OG0004405,KAF1456555.1,KAF1446187.1,0.04215281134316229
OG0008039,KAF1462199.1,KAF1445745.1,0.042130286526670474
OG0010361,KAF1440418.1,KAF1434407.1,0.04212571013052853
OG0009684,KAF1452758.1,KAF1453591.1,0.04200489655076524
OG0006297,KAF1454110.1,KAF1413288.1,0.04187536509353383
OG0010096,KAF1462195.1,KAF1409316.1,0.04182228499715241
OG0010290,KAF1441536.1,KAF1398465.1,0.04173725610202534
OG0004140,KAF1439872.1,KAF1432342.1,0.04172450777162398
OG0007613,KAF1446363.1,KAF1449605.1,0.04167231296626134
OG0008173,KAF1460233.1,KAF1437082.1,0.0416518788193305
OG0005007,KAF1438163.1,KAF1409692.1,0.04164916641545773
OG0006805,KAF1461854.1,KAF1443326.1,0.041535261642146375
OG0004879,KAF1447089.1,KAF1420264.1,0.04133763098453962
OG0006965,KAF1437632.1,KAF1425318.1,0.04128799059042602
OG0010086,KAF1447522.1,KAF1441368.1,0.04115768060596914
OG0010406,KAF1441681.1,KAF1398906.1,0.041128538941714914
OG0007846,KAF1441853.1,KAF1417864.1,0.04103035710927188
OG0003782,KAF1461709.1,KAF1436261.1,0.04098561942891133
OG0005330,KAF1453989.1,KAF1453449.1,0.04096200644504826
OG0007858,KAF1441678.1,KAF1450467.1,0.04088460853821634
OG0007425,KAF1440640.1,KAF1441750.1,0.0407945781106947
OG0004355,KAF1457680.1,KAF1456554.1,0.04059011771479861
OG0006557,KAF1451643.1,KAF1448456.1,0.04046400324493282
OG0008662,KAF1459219.1,KAF1459553.1,0.04029386374571233
OG0009362,KAF1438655.1,KAF1433275.1,0.04014727874111005
OG0009107,KAF1453588.1,KAF1442735.1,0.040125720284281234
OG0009300,KAF1464038.1,KAF1401619.1,0.04002009166139711
OG0008953,KAF1460968.1,KAF1398755.1,0.03999269139776907
OG0004973,KAF1455608.1,KAF1458037.1,0.039949654146788686
OG0007233,KAF1440806.1,KAF1457122.1,0.039906601715839915
OG0007355,KAF1462691.1,KAF1397236.1,0.03988135519430563
OG0010421,KAF1435053.1,KAF1405545.1,0.03985851739682294
OG0007629,KAF1458351.1,KAF1418655.1,0.03984116215283252
OG0010298,KAF1432674.1,KAF1427203.1,0.03980556979826467
OG0009427,KAF1456102.1,KAF1432453.1,0.03969401357453508
OG0005237,KAF1434553.1,KAF1433193.1,0.039621254856747626
OG0005015,KAF1447176.1,KAF1438062.1,0.03955400531186698
OG0007199,KAF1432109.1,KAF1456458.1,0.03954443481102095
OG0005394,KAF1452073.1,KAF1429692.1,0.03952334439144338
OG0006901,KAF1451592.1,KAF1416051.1,0.03943784328534156
OG0009866,KAF1456958.1,KAF1395868.1,0.0391791718852269
OG0006895,KAF1456450.1,KAF1404085.1,0.03910946523948285
OG0010112,KAF1456946.1,KAF1412041.1,0.03909631454145953
OG0007807,KAF1458876.1,KAF1455253.1,0.039086036779028104
OG0008854,KAF1451790.1,KAF1424647.1,0.03893750062897056
OG0006764,KAF1457045.1,KAF1431545.1,0.03890384562480581
OG0004462,KAF1437441.1,KAF1453244.1,0.0386786322134854
OG0008341,KAF1440291.1,KAF1436387.1,0.038598307323678145
OG0003720,KAF1452679.1,KAF1408256.1,0.03857688396826863
OG0004562,KAF1454357.1,KAF1460053.1,0.03851178118882601
OG0006080,KAF1451728.1,KAF1456064.1,0.038457645274479084
OG0006145,KAF1465815.1,KAF1450893.1,0.038444639771212666
OG0003681,KAF1439610.1,KAF1406277.1,0.03841123960361322
OG0007612,KAF1455185.1,KAF1424284.1,0.038389190158472586
OG0004479,KAF1449417.1,KAF1410923.1,0.03835806397131171
OG0005386,KAF1460234.1,KAF1406100.1,0.038320000561538725
OG0004469,KAF1455572.1,KAF1456556.1,0.038291142267825116
OG0008157,KAF1449825.1,KAF1427197.1,0.03810036303353574
OG0007285,KAF1440691.1,KAF1414302.1,0.03808144559835778
OG0009688,KAF1438246.1,KAF1457253.1,0.03804982490781584
OG0007332,KAF1467310.1,KAF1430252.1,0.03803000553900973
OG0005245,KAF1456623.1,KAF1435214.1,0.03796404860517547
OG0006123,KAF1439536.1,KAF1407552.1,0.03788426141304732
OG0004329,KAF1459289.1,KAF1432241.1,0.03787155601652764
OG0007728,KAF1454209.1,KAF1439465.1,0.03784518058320239
OG0008231,KAF1436372.1,KAF1416434.1,0.03781823827840374
OG0007720,KAF1454084.1,KAF1404666.1,0.03776299185070062
OG0005856,KAF1464819.1,KAF1450601.1,0.03775171970488338
OG0007097,KAF1445641.1,KAF1455237.1,0.03763077682519751
OG0005675,KAF1459892.1,KAF1451020.1,0.03760794724370471
OG0006104,KAF1451564.1,KAF1429460.1,0.03757565709839959
OG0004487,KAF1448971.1,KAF1422203.1,0.037559989217089786
OG0008703,KAF1442244.1,KAF1432285.1,0.03754589940115474
OG0005857,KAF1464833.1,KAF1450605.1,0.03753569485198199
OG0010069,KAF1465855.1,KAF1453230.1,0.03749220824200089
OG0007553,KAF1432985.1,KAF1405517.1,0.03745010686474764
OG0008859,KAF1451783.1,KAF1436780.1,0.03736487188616159
OG0006563,KAF1445542.1,KAF1397375.1,0.03735122037789442
OG0004898,KAF1448327.1,KAF1456237.1,0.03714054492526344
OG0006883,KAF1457195.1,KAF1429754.1,0.03708872532427559
OG0009190,KAF1461924.1,KAF1416575.1,0.037070848416930306
OG0007445,KAF1445284.1,KAF1438884.1,0.037069332016481917
OG0004376,KAF1459288.1,KAF1443961.1,0.03699491749735866
OG0006561,KAF1467472.1,KAF1422073.1,0.036965804646329654
OG0005738,KAF1448282.1,KAF1460349.1,0.03694111611714623
OG0006626,KAF1443194.1,KAF1395791.1,0.0367352234940348
OG0008320,KAF1433867.1,KAF1450072.1,0.036679409637198394
OG0004209,KAF1446344.1,KAF1431557.1,0.03666981341036954
OG0008656,KAF1446332.1,KAF1429168.1,0.03666357439032411
OG0009254,KAF1467994.1,KAF1448693.1,0.03652826232848477
OG0004053,KAF1435339.1,KAF1460934.1,0.03651837689873658
OG0006454,KAF1453208.1,KAF1420820.1,0.03649218061626921
OG0009304,KAF1443524.1,KAF1445707.1,0.036474124591506965
OG0005254,KAF1465148.1,KAF1405915.1,0.03643621110455736
OG0005815,KAF1456424.1,KAF1413416.1,0.03641205995013055
OG0004318,KAF1459298.1,KAF1458076.1,0.036268851876683245
OG0009160,KAF1432664.1,KAF1434087.1,0.03624209509072047
OG0004718,KAF1460254.1,KAF1438858.1,0.03623846375003062
OG0006979,KAF1448265.1,KAF1454925.1,0.036231884057971016
OG0008058,KAF1461916.1,KAF1442778.1,0.036185360469184566
OG0004062,KAF1435373.1,KAF1457903.1,0.03613256254561746
OG0009001,KAF1460509.1,KAF1412760.1,0.03602470938200715
OG0009108,KAF1441843.1,KAF1423126.1,0.035955441531467194
OG0005937,KAF1452755.1,KAF1454042.1,0.035940138342665975
OG0004463,KAF1437343.1,KAF1453245.1,0.035907190461550526
OG0009889,KAF1459555.1,KAF1423129.1,0.03575034563184151
OG0007572,KAF1451487.1,KAF1429601.1,0.0357430421875937
OG0006307,KAF1454141.1,KAF1404661.1,0.03570589099522653
OG0008042,KAF1462256.1,KAF1445744.1,0.03568447893682911
OG0009272,KAF1448567.1,KAF1443904.1,0.03557269991447633
OG0005154,KAF1434554.1,KAF1429351.1,0.03549755215471029
OG0009481,KAF1434573.1,KAF1454730.1,0.035486773659008465
OG0005298,KAF1437174.1,KAF1406598.1,0.03541270459254596
OG0007656,KAF1444287.1,KAF1450313.1,0.03540540912126055
OG0006612,KAF1452100.1,KAF1459013.1,0.03511884584284246
OG0009138,KAF1438463.1,KAF1402103.1,0.03510811449000576
OG0007086,KAF1431650.1,KAF1416197.1,0.03503899673656392
OG0009352,KAF1464386.1,KAF1404639.1,0.03490243810347722
OG0007067,KAF1455521.1,KAF1438056.1,0.03484024907840908
OG0005547,KAF1433620.1,KAF1443351.1,0.03471279027355358
OG0007551,KAF1451729.1,KAF1396096.1,0.034682397358214344
OG0005067,KAF1445591.1,KAF1420713.1,0.03455669930190947
OG0008576,KAF1449016.1,KAF1409075.1,0.03450335046088532
OG0004902,KAF1448300.1,KAF1456236.1,0.034489732836082566
OG0005811,KAF1452315.1,KAF1419064.1,0.034482758620689655
OG0005613,KAF1451532.1,KAF1396471.1,0.034328584404665914
OG0004323,KAF1453112.1,KAF1459671.1,0.03430096763430097
OG0004446,KAF1455246.1,KAF1411820.1,0.034251070241444734
OG0007458,KAF1452846.1,KAF1443375.1,0.03420041541410724
OG0007580,KAF1458290.1,KAF1416131.1,0.034115651221218374
OG0010263,KAF1456432.1,KAF1434803.1,0.03401148992270633
OG0009356,KAF1455645.1,KAF1410938.1,0.034009211978120034
OG0008189,KAF1449879.1,KAF1428419.1,0.03375613686013345
OG0003885,KAF1452821.1,KAF1429689.1,0.03373964978693178
OG0005808,KAF1466524.1,KAF1411160.1,0.033676174413127626
OG0008606,KAF1438181.1,KAF1458830.1,0.033599603714423866
OG0007167,KAF1463384.1,KAF1400776.1,0.03354094375290063
OG0006770,KAF1457078.1,KAF1428199.1,0.03351184511264134
OG0007780,KAF1465140.1,KAF1456144.1,0.03332954237192727
OG0004050,KAF1435573.1,KAF1423442.1,0.03331186655614066
OG0003743,KAF1466898.1,KAF1431400.1,0.03312365875698663
OG0005132,KAF1451250.1,KAF1455857.1,0.0330954244222118
OG0010193,KAF1450301.1,KAF1444601.1,0.0330254837950871
OG0010476,KAF1433704.1,KAF1423755.1,0.03301826692496802
OG0009679,KAF1435077.1,KAF1413637.1,0.03294823997183097
OG0009650,KAF1452721.1,KAF1458389.1,0.032879677746844804
OG0008556,KAF1449759.1,KAF1443873.1,0.03272523307783847
OG0004935,KAF1452159.1,KAF1460915.1,0.03268796741857406
OG0006583,KAF1440346.1,KAF1452613.1,0.03267126873098705
OG0009957,KAF1433798.1,KAF1457000.1,0.03267043424337944
OG0010127,KAF1449159.1,KAF1443301.1,0.0326158094702427
OG0004585,KAF1467134.1,KAF1444547.1,0.03257667697971603
OG0004106,KAF1443466.1,KAF1408569.1,0.03252433800373735
OG0005207,KAF1449462.1,KAF1451142.1,0.03248488333476658
OG0010261,KAF1443549.1,KAF1410808.1,0.032427721064324046
OG0008261,KAF1433004.1,KAF1450997.1,0.032317309558420514
OG0008539,KAF1439701.1,KAF1427026.1,0.03220900053304703
OG0010163,KAF1457568.1,KAF1425550.1,0.032167003824601706
OG0010434,KAF1440560.1,KAF1456597.1,0.032143110036180145
OG0009089,KAF1439018.1,KAF1453586.1,0.03207109410965492
OG0004641,KAF1460251.1,KAF1461589.1,0.03206663366550289
OG0007090,KAF1460423.1,KAF1458454.1,0.032065192574534135
OG0004997,KAF1462706.1,KAF1416191.1,0.03197548309603382
OG0010449,KAF1442508.1,KAF1435667.1,0.03194060289215455
OG0010330,KAF1446006.1,KAF1440542.1,0.031906123041592675
OG0006560,KAF1457829.1,KAF1450319.1,0.031903307468888815
OG0005718,KAF1448636.1,KAF1448051.1,0.031876428681555574
OG0004741,KAF1460263.1,KAF1452435.1,0.03164711360860755
OG0006689,KAF1447216.1,KAF1429722.1,0.03161256258137935
OG0004998,KAF1462498.1,KAF1416194.1,0.0316011960064672
OG0009510,KAF1437201.1,KAF1435984.1,0.03151962416951329
OG0006401,KAF1443271.1,KAF1420052.1,0.03144973697948955
OG0008394,KAF1435851.1,KAF1401965.1,0.03133875283565311
OG0005305,KAF1437235.1,KAF1416190.1,0.031332534137580755
OG0008480,KAF1468010.1,KAF1420346.1,0.03129346908115268
OG0004818,KAF1442454.1,KAF1399641.1,0.031234925099148672
