Orthogroup,protA,protB,dist_codon
OG0007866,XP_009285094.1,KAF1502225.1,0.09733067279147521
OG0005377,XP_009276728.1,KAF1500335.1,0.09731802983691352
OG0004850,XP_009274924.1,KAF1530512.1,0.09721585962470793
OG0007620,XP_009284307.1,KAF1555009.1,0.09692982848722459
OG0003836,XP_009271215.1,KAF1511254.1,0.09688548531944888
OG0005234,XP_009276279.1,KAF1509197.1,0.09667872510236473
OG0004770,XP_009274532.1,KAF1534604.1,0.09596260870191572
OG0009490,XP_019327290.1,KAF1509110.1,0.09545424602187227
OG0010003,XP_019328932.1,KAF1508038.1,0.09534964498059753
OG0004778,XP_009274552.1,KAF1549507.1,0.09532261832715337
OG0003692,XP_009270594.1,KAF1499153.1,0.09517233880380283
OG0008213,XP_009286282.1,KAF1540238.1,0.09508659173569262
OG0003675,XP_009270538.1,KAF1543477.1,0.09506431986290394
OG0006860,XP_009281662.1,KAF1503222.1,0.09497399199783912
OG0007265,XP_009282900.1,KAF1515824.1,0.09496925463172982
OG0006172,XP_009279500.2,KAF1511520.1,0.09496891417464712
OG0006781,XP_009281410.2,KAF1558962.1,0.09487772410420844
OG0008699,XP_009288157.1,KAF1519396.1,0.09479758119301272
OG0004090,XP_009272037.1,KAF1499345.1,0.09478634248126243
OG0004458,XP_009273312.1,KAF1559252.1,0.09463113860163178
OG0010035,XP_019329024.1,KAF1529658.1,0.09455493009520545
OG0008908,XP_009288785.1,KAF1509005.1,0.09437656130178122
OG0007056,XP_009282215.1,KAF1522018.1,0.09426988365510879
OG0005682,XP_009277749.1,KAF1507247.1,0.094257778461426
OG0009545,XP_019327489.1,KAF1538982.1,0.0942546128310281
OG0007675,XP_009284483.1,KAF1501978.1,0.09396951864176822
OG0010237,XP_019329649.1,KAF1513616.1,0.09392204030817641
OG0008357,XP_009286809.1,KAF1525639.1,0.09389387511010884
OG0009132,XP_019326067.1,KAF1529586.1,0.09383119862317109
OG0008103,XP_009285821.1,KAF1499610.1,0.09382859744290374
OG0004569,XP_009273827.1,KAF1554669.1,0.09379012460641274
OG0007335,XP_009283113.1,KAF1549562.1,0.09378214469492711
OG0009642,XP_019327768.1,KAF1526444.1,0.09369280653462718
OG0010300,XP_019329815.1,KAF1540439.1,0.09354237390854173
OG0008475,XP_009287370.1,KAF1502231.1,0.09347647860586908
OG0009638,XP_019327759.1,KAF1526552.1,0.09341392847665077
OG0007753,XP_009284748.1,KAF1539608.1,0.09341298622174733
OG0007824,XP_009284965.1,KAF1527822.1,0.09334558325639658
OG0008140,XP_009285996.1,KAF1553260.1,0.09332506051251023
OG0010154,XP_019329423.1,KAF1555007.1,0.0933219112623877
OG0009120,XP_019326026.1,KAF1529450.1,0.09325688465032687
OG0010388,XP_019330051.1,KAF1527875.1,0.0930734382669187
OG0007915,XP_009285257.1,KAF1534372.1,0.09299342974319882
OG0003812,XP_009271137.1,KAF1511214.1,0.09286865321273863
OG0005030,XP_009275599.2,KAF1504884.1,0.09280923122967352
OG0008583,XP_009287819.1,KAF1555968.1,0.09245139544658167
OG0006003,XP_009278935.1,KAF1549297.1,0.09235677325025761
OG0008721,XP_009288220.1,KAF1525463.1,0.09234598496563051
OG0010324,XP_019329866.1,KAF1559852.1,0.0923458569038243
OG0007548,XP_009284023.1,KAF1555087.1,0.09222497768679577
OG0006665,XP_009281087.1,KAF1521967.1,0.0921921218851243
OG0004271,XP_009272688.1,KAF1509367.1,0.09207138701411192
OG0006127,XP_009279300.1,KAF1508770.1,0.09186553379732366
OG0008601,XP_009287865.1,KAF1535466.1,0.0918347420885304
OG0009121,XP_019326027.1,KAF1529428.1,0.09181627748430507
OG0006162,XP_009279441.1,KAF1526464.1,0.09181180340779534
OG0009459,XP_019327188.1,KAF1509115.1,0.09180257146545774
OG0007125,XP_009282476.1,KAF1533145.1,0.09176320594757437
OG0009117,XP_019326016.1,KAF1511006.1,0.09174116938479308
OG0010378,XP_019330031.1,KAF1502597.1,0.09161257617190757
OG0006687,XP_009281145.1,KAF1504794.1,0.0915485138343817
OG0008711,XP_009288189.1,KAF1519456.1,0.09141383017439259
OG0010561,XP_019330590.1,KAF1559064.1,0.09135566242154482
OG0005995,XP_009278916.1,KAF1549135.1,0.09122499657440387
OG0009549,XP_019327500.1,KAF1534090.1,0.09113301478556603
OG0007828,XP_009284984.1,KAF1517676.1,0.09107208089698135
OG0008923,XP_009288830.1,KAF1546465.1,0.09102691873848494
OG0006756,XP_009281349.1,KAF1535069.1,0.09082554174575895
OG0009817,XP_019328377.1,KAF1531556.1,0.09062510214238821
OG0009826,XP_019328391.1,KAF1549150.1,0.09059099901000235
OG0005258,XP_009276352.1,KAF1508926.1,0.09041962831534743
OG0004002,XP_009271756.2,KAF1510986.1,0.09033139055809192
OG0006767,XP_009281375.1,KAF1535041.1,0.0902297422245065
OG0009623,XP_019327714.1,KAF1559337.1,0.09017912617785315
OG0008782,XP_009288377.1,KAF1525594.1,0.0901382109416478
OG0006426,XP_009280327.1,KAF1502555.1,0.09009453601640985
OG0007431,XP_009283416.1,KAF1558994.1,0.09007826080451187
OG0007873,XP_009285111.1,KAF1502127.1,0.0899236361063014
OG0004206,XP_009272502.1,KAF1535373.1,0.08972939495825501
OG0009925,XP_019328674.1,KAF1541822.1,0.08944365786329717
OG0006870,XP_009281695.1,KAF1529446.1,0.08936148869828245
OG0010430,XP_019330220.1,KAF1504902.1,0.08931606432483108
OG0007798,XP_009284897.1,KAF1539762.1,0.08913819598930654
OG0008020,XP_009285613.1,KAF1518557.1,0.08886389094325282
OG0010040,XP_019329035.1,KAF1540738.1,0.08884332952827603
OG0009383,XP_019326964.1,KAF1544649.1,0.08883146175398862
OG0009245,XP_019326433.1,KAF1518735.1,0.08872798929598982
OG0006164,XP_009279452.1,KAF1549676.1,0.08869373699537374
OG0005942,XP_009278650.1,KAF1502454.1,0.08868029347426012
OG0004038,XP_009271857.1,KAF1499052.1,0.08865604992278217
OG0006423,XP_009280324.1,KAF1502486.1,0.08859768972603964
OG0004113,XP_009272132.1,KAF1538335.1,0.08855150528145107
OG0004706,XP_009274328.1,KAF1544923.1,0.08853771981699837
OG0009621,XP_019327709.1,KAF1553263.1,0.08852504225121675
OG0009505,XP_019327328.1,KAF1558302.1,0.08846064438661706
OG0004247,XP_009272619.1,KAF1521999.1,0.08839256060719926
OG0008278,XP_009286571.1,KAF1549544.1,0.08839153879611221
OG0009743,XP_019328122.1,KAF1542645.1,0.08829741565355215
OG0008412,XP_009287092.1,KAF1527720.1,0.08819592917173287
OG0006391,XP_009280208.2,KAF1556915.1,0.08815645200024776
OG0010442,XP_019330259.1,KAF1535401.1,0.08812054744968524
OG0005048,XP_009275640.1,KAF1498944.1,0.0881108412959654
OG0005289,XP_009276459.1,KAF1523179.1,0.08807710305778012
OG0010041,XP_019329036.1,KAF1559213.1,0.08805015530117669
OG0008121,XP_009285911.1,KAF1540257.1,0.0880476832140504
OG0010272,XP_019329747.1,KAF1540241.1,0.08804697507575229
OG0005943,XP_009278675.1,KAF1502528.1,0.08804506650833734
OG0005597,XP_009277505.1,KAF1547869.1,0.08776967483361743
OG0004742,XP_009274443.1,KAF1544689.1,0.08768580737815657
OG0003712,XP_009270661.1,KAF1508972.1,0.08762275823513195
OG0006076,XP_009279160.1,KAF1521853.1,0.08761772833989959
OG0006708,XP_009281202.2,KAF1546429.1,0.08743609984028983
OG0004683,XP_009274227.1,KAF1515066.1,0.08739739947265286
OG0006433,XP_009280347.1,KAF1518614.1,0.08739380208442697
OG0008175,XP_009286124.1,KAF1552257.1,0.0873831256644415
OG0006409,XP_009280264.2,KAF1535222.1,0.08732459701183883
OG0009361,XP_019326850.1,KAF1531411.1,0.08722814116237589
OG0008735,XP_009288247.1,KAF1525700.1,0.08719361022246144
OG0009029,XP_009289186.1,KAF1502144.1,0.08704052539036852
OG0008654,XP_009288052.1,KAF1535471.1,0.08702522605916244
OG0006382,XP_009280181.1,KAF1540900.1,0.08702124739924544
OG0007239,XP_009282811.1,KAF1546510.1,0.08693873168828282
OG0007409,XP_009283364.1,KAF1507310.1,0.08691814797617857
OG0004609,XP_009273991.1,KAF1497928.1,0.08691296356908579
OG0009184,XP_019326263.1,KAF1535503.1,0.08687301243253735
OG0010218,XP_019329604.1,KAF1549257.1,0.08686278445955908
OG0005396,XP_009276780.1,KAF1532541.1,0.0868346161342413
OG0006181,XP_009279539.1,KAF1548296.1,0.08675937008067577
OG0006421,XP_009280316.1,KAF1502516.1,0.08671956906634624
OG0008084,XP_009285776.1,KAF1518319.1,0.08631540554862292
OG0006407,XP_009280255.1,KAF1502638.1,0.08627713194327892
OG0007148,XP_009282542.1,KAF1526486.1,0.08614836393312293
OG0007929,XP_009285296.1,KAF1549346.1,0.08610675216770323
OG0010053,XP_019329067.1,KAF1549529.1,0.08598113370922046
OG0010452,XP_019330288.1,KAF1535398.1,0.08595995705702857
OG0006766,XP_009281374.1,KAF1534968.1,0.08586146617000497
OG0005917,XP_009278493.1,KAF1502742.1,0.0857793509514702
OG0007670,XP_009284472.1,KAF1547251.1,0.0857604191042834
OG0005398,XP_009276786.1,KAF1539743.1,0.0857313136420904
OG0004505,XP_009273532.1,KAF1508723.1,0.08569915120535965
OG0004464,XP_009273325.1,KAF1554216.1,0.08549106580342354
OG0005419,XP_009276861.1,KAF1559263.1,0.08545738227732319
OG0007219,XP_009282765.1,KAF1554673.1,0.0854310130134272
OG0004677,XP_009274212.1,KAF1508667.1,0.08536046829930934
OG0004739,XP_009274438.1,KAF1541631.1,0.08529807141832443
OG0008180,XP_009286144.1,KAF1552211.1,0.08521340583835181
OG0010160,XP_019329446.1,KAF1535746.1,0.08519455075353183
OG0005628,XP_009277607.1,KAF1500655.1,0.08519213910986426
OG0009478,XP_019327234.1,KAF1539619.1,0.08513198417268318
OG0008896,XP_009288757.2,KAF1554188.1,0.08509107020737022
OG0009979,XP_019328815.1,KAF1521925.1,0.0850192943665835
OG0009953,XP_019328753.1,KAF1549194.1,0.08501865237903736
OG0009085,XP_019325871.1,KAF1511224.1,0.08499153116512743
OG0007539,XP_009284005.1,KAF1555040.1,0.08492017746096991
OG0009992,XP_019328876.1,KAF1526571.1,0.08474699550913006
OG0008769,XP_009288350.1,KAF1525498.1,0.08473143431689399
OG0007210,XP_009282728.1,KAF1554506.1,0.0844694616758794
OG0004736,XP_009274431.1,KAF1544725.1,0.08426724221520346
OG0009161,XP_019326182.1,KAF1507339.1,0.08421538353356088
OG0006004,XP_009278936.1,KAF1549330.1,0.08420742960874222
OG0009535,XP_019327463.1,KAF1518328.1,0.084070819223707835
OG0004121,XP_009272185.1,KAF1507646.1,0.08404459637586512
OG0007063,XP_009282226.2,KAF1521924.1,0.08398250546685182
OG0009454,XP_019327181.1,KAF1539596.1,0.08391263914193484
OG0004931,XP_009275207.1,KAF1544736.1,0.08387496157976242
OG0005148,XP_009276000.2,KAF1508927.1,0.08374446868256805
OG0009066,XP_019325793.1,KAF1554516.1,0.08369100867757565
OG0009888,XP_019328565.1,KAF1504905.1,0.08337404919554312
OG0010437,XP_019330252.1,KAF1535458.1,0.08332448960275314
OG0010018,XP_019328973.1,KAF1554544.1,0.08328992506416738
OG0007686,XP_009284522.1,KAF1502190.1,0.08327994318766546
OG0010070,XP_019329107.1,KAF1502188.1,0.08325708497941263
OG0009287,XP_019326594.1,KAF1556980.1,0.08316427901513261
OG0009613,XP_019327686.1,KAF1507572.1,0.08312171452622774
OG0007319,XP_009283080.1,KAF1501561.1,0.08293820016748145
OG0009363,XP_019326853.1,KAF1531465.1,0.08292132943646052
OG0008128,XP_009285947.1,KAF1553284.1,0.08286297329961034
OG0004001,XP_009271754.1,KAF1554261.1,0.08272100583741548
OG0006177,XP_009279523.1,KAF1499627.1,0.08269965783374851
OG0009039,XP_009289210.1,KAF1525526.1,0.08265480688066197
OG0005304,XP_009276496.1,KAF1524895.1,0.08250972804985586
OG0008931,XP_009288861.1,KAF1509223.1,0.08247433956464503
OG0006689,XP_009281148.2,KAF1504876.1,0.08235620401986092
OG0005099,XP_009275810.1,KAF1537884.1,0.0823421012451071
OG0008131,XP_009285956.1,KAF1523147.1,0.08232218724871818
OG0008396,XP_009287032.2,KAF1527691.1,0.08220671865626844
OG0009400,XP_019327032.1,KAF1536625.1,0.08205996970133451
OG0004023,XP_009271824.1,KAF1498962.1,0.08204959606153187
OG0008008,XP_009285562.1,KAF1555342.1,0.08199495305200498
OG0005973,XP_009278839.1,KAF1536703.1,0.08194623445210317
OG0004394,XP_009273074.1,KAF1518738.1,0.08188529988324927
OG0008135,XP_009285981.1,KAF1553224.1,0.081826236432064
OG0007183,XP_009282653.1,KAF1554684.1,0.08180411705101326
OG0007979,XP_009285442.1,KAF1513523.1,0.08177980730438338
OG0009309,XP_019326683.1,KAF1518136.1,0.08166401458505713
OG0006778,XP_009281405.1,KAF1559261.1,0.0816560990120112
OG0006585,XP_009280833.1,KAF1545382.1,0.08157796302532602
OG0009935,XP_019328705.1,KAF1497590.1,0.08134362912009657
OG0005941,XP_009278645.1,KAF1545059.1,0.0813221563675228
OG0008476,XP_009287382.1,KAF1556918.1,0.08131976910722438
OG0004252,XP_009272633.1,KAF1518413.1,0.08130153216815433
OG0004111,XP_009272114.1,KAF1538447.1,0.0812992333082561
OG0004693,XP_009274265.1,KAF1558313.1,0.08128929871301543
OG0006088,XP_009279195.1,KAF1547726.1,0.08102102555591487
OG0008516,XP_009287540.1,KAF1518520.1,0.0810062759100655
OG0006751,XP_009281335.1,KAF1535058.1,0.08099173553719008
OG0009176,XP_019326239.1,KAF1507538.1,0.08095970034107419
OG0006954,XP_009281954.1,KAF1547664.1,0.08088839188049249
OG0005800,XP_009278106.2,KAF1555208.1,0.08088573878889786
OG0003891,XP_009271457.1,KAF1519757.1,0.08085041741624245
OG0007593,XP_009284204.1,KAF1555008.1,0.08078175110916153
OG0009796,XP_019328305.1,KAF1556930.1,0.08077825901208154
OG0005300,XP_009276485.1,KAF1523549.1,0.08075970774376086
OG0006968,XP_009281984.1,KAF1498163.1,0.08067576155880378
OG0007101,XP_009282348.1,KAF1526490.1,0.08064425504818656
OG0008586,XP_009287841.1,KAF1535335.1,0.08059153790675216
OG0006524,XP_009280653.1,KAF1517716.1,0.08055289663078602
OG0008802,XP_009288435.1,KAF1497647.1,0.08052948408947394
OG0004410,XP_009273153.1,KAF1558476.1,0.08048137374399457
OG0006116,XP_009279268.1,KAF1521913.1,0.08034401539025111
OG0004387,XP_009273047.1,KAF1554611.1,0.08029513102325246
OG0004588,XP_009273951.1,KAF1511007.1,0.08019060595404674
OG0004160,XP_009272353.1,KAF1507667.1,0.08015085975518436
OG0007517,XP_009283853.1,KAF1557978.1,0.08004437575073242
OG0008710,XP_009288185.1,KAF1519455.1,0.08004329449092644
OG0010044,XP_019329043.1,KAF1559053.1,0.07998046900630332
OG0003733,XP_009270812.1,KAF1509229.1,0.07996397475792373
OG0008772,XP_009288356.1,KAF1549865.1,0.07996188049409664
OG0004459,XP_009273313.1,KAF1559159.1,0.07989923455750954
OG0007926,XP_009285288.1,KAF1531450.1,0.07975058060656269
OG0008376,XP_009286917.1,KAF1502529.1,0.07959125872633328
OG0006485,XP_009280548.1,KAF1555761.1,0.07952908243662554
OG0004895,XP_009275104.1,KAF1553272.1,0.07952490227774885
